P06241
Q7RTS9
Q92752
Q6UX15
Q2MV58
Q6RW13
Q08828
P58294
P01033
P98164
COMPLEX:O43157_P08581
Q14116
P20783
Q8TD84
Q969E1
P01906
P01266
P01570
Q6X784
Q9UQ26
P01210
Q8TD46
P09917
P01222
Q9NZN1
P00740
P02746
P12643
Q92765
Q9NR99
Q9BXJ1
P56705
P00918
Q9Y6Y9
P60903
Q9UHF0
P01258
P61328
Q15116
O00622
Q96EY1
Q9H6B4
Q04912
Q9ULL4
Q9NS15
Q15848
P29016
O95967
P28068
Q5H8A3
P17752
P22607
P15260
O60258
Q9Y5C1
Q8TEU8
P55058
Q6UXA7
P52797
Q16619
P19235
Q01974
P19113
Q9UQQ1
P22692
P16035
P17693
Q5D044
P43490
P02790
P02787
Q2WEN9
P16144
Q8WX77
Q9NZQ7
P04430
P03951
P63092
Q9GZV9
P21589
P40197
Q05397
P01133
P04114
Q03135
Q15303
Q02747
Q16625
Q13797
P35368
Q6UW32
O95711
O15389
Q9NYJ7
COMPLEX:Q16552_Q96PD4
P15692
Q9BZV3
Q9H7M9
P06307
P14780
P78324
Q9H2A7
P01282
P06729
Q7Z5Y6
Q08830
P12955
P56704
Q99985
P48745
O60494
P48039
P23515
P01135
P79483
Q8N474
Q02487
P27930
P21579
Q68D85
P49746
O60637
Q9P0M4
P26718
P23142
O43506
COMPLEX:P08476_P09529
P16066
P78536
Q6UXB8
Q9BZM4
P43630
Q13478
Q9P2S2
P09529
P05111
Q8N4Z1
O95477
P20800
P21802
P28335
P08865
Q16620
P10092
Q15726
P13762
P51511
O95500
COMPLEX:P09603_Q6ZMJ4
Q96JA1
P12314
P01833
Q8N743
Q02246
P13987
Q92478
Q9ULP9
P43080
Q9Y5W7
P15144
Q96G01
Q9UKQ2
O00214
Q8N2Q7
P06702
Q8NFY4
COMPLEX:P05556_P08648
Q9UIW2
P12830
Q14953
Q9UBT3
P23458
P55089
A6NI73
P51884
O75888
Q8WXF3
P25106
P02788
P32246
P15941
Q9UBU3
Q16570
Q8TBB1
P38484
Q9NZC2
Q9NRM1
Q9H2U9
P09619
O43508
P01569
Q8TDQ1
Q9NYZ4
O75078
Q9Y5W5
P26447
P04234
Q92819
P48029
Q8IWV2
Q9UBU2
Q92520
P12111
P05000
P30530
Q07954
COMPLEX:P05107_P20701
Q9Y287
Q9NQA5
Q9Y6Q6
O43157
P07585
P11836
Q13683
P09683
Q9P218
P04233
Q14982
P01241
Q13007
Q96A98
Q8IZD2
Q99218
O94813
P13942
P43146
P60022
P13765
P04216
P28908
P14136
O95049
Q14118
P41146
P06734
Q9UBS4
Q13591
Q9NRR2
P04271
COMPLEX:P05107_P11215
Q14722
Q14213
P01024
P84077
P10720
O15197
Q6UXB4
P01579
O14654
Q9NQS3
P10153
P08575
Q6UVW9
P16860
P41217
P14174
P32004
Q9P121
Q16787
P40222
P43121
P52799
Q9HCJ2
P21854
P10144
O95025
Q13352
P20273
Q96BF3
Q9BZZ2
Q9H3T3
P18509
P12644
Q1L6U9
Q96LR4
O95750
Q8N475
P40200
P0CG37
P08648
P11487
Q53GG5
P16070
Q92839
P51671
Q02413
P35354
Q14563
Q6UWV2
O75077
P14410
Q12933
COMPLEX:P13612_P26010
Q14626
P20333
O75610
P09172
Q00889
P28907
O43278
O95150
P15529
COMPLEX:P05067_P56817
Q9NZS2
P16422
P13497
Q9NNX6
P55774
Q9UBV4
P78310
Q8N6F1
P11912
P01563
Q8N3J6
P20309
P25098
P48960
P01903
O00292
Q9HAP6
Q9UQ52
P21754
Q9P2B2
COMPLEX:P08581_Q9ULL4
P25092
Q15942
P17813
Q9UKF5
O95084
P40225
P20809
P02656
Q14247
Q8NHJ6
P19835
Q3KPI0
P53621
Q01469
P53420
Q12860
P36268
Q6ZMJ4
Q9UBD3
O43570
P62979
P22362
P0DP25
P01023
Q9NPF0
P35443
Q9UKY0
O43557
O43555
P16520
Q9BXL7
P78504
Q96A83
Q13255
Q9H1J7
P06731
Q96MU8
Q2MKA7
Q96QV1
P49771
Q13308
O60462
Q9NZ94
Q9Y219
P58499
Q8WVN6
O14793
Q96GW7
P39905
Q6NVY8
Q9NZR2
Q6UWT2
P09564
Q9Y566
Q9HC73
Q6UXB1
P17948
Q99435
Q7KYR7
Q9UHP7
P80098
O15230
P02765
Q92838
O95399
P30511
P14210
Q92583
P21453
P20366
O14672
Q9BY76
P14618
P49961
P34130
Q59H37
O15240
Q5JXA9
Q02297
P41221
P07996
P02763
P01008
O43493
P67809
P01148
P15907
Q9HBE4
P07237
P35916
Q96DA0
P13164
P27037
P10145
P29460
Q5VWK5
COMPLEX:P29459_P29460
P01215
P81277
P21246
Q13442
A8K4G0
P00451
Q08ET2
P01185
O75462
O60760
O94856
Q9XRX5
P01583
Q9UKJ8
Q9BQB4
P11226
Q9BUR5
Q9Y215
O15146
Q07108
Q9HAV5
O60383
Q8NBI3
Q92542
P06239
Q14002
P27482
P08174
P62330
Q16270
P22455
O95388
P08572
P20292
Q13158
O75019
Q5TAT6
P04004
P01374
Q969J5
O15394
P01344
O15551
Q08380
Q6UX46
P61366
O60674
Q9Y624
P34820
P09603
P05067
Q13275
Q8WWZ1
Q9NZH6
Q96CG8
P29459
P27701
Q99062
P54760
Q9NP60
P29323
Q9Y6N7
P09544
Q9NUP9
P05109
F7VJQ1
Q14112
P52803
P01160
P40198
Q15063
Q9NSG2
P20701
Q6ZMC9
P10586
O43559
P24821
Q9P1W8
P49765
P80303
P19876
Q9C0C4
P49747
P21583
P05543
O75054
P06881
Q9BX66
P01042
P55056
P43632
P19021
Q13936
Q00604
P08476
Q6NUS6
P30990
O95980
P32942
P13598
P10912
P27986
Q92956
O43854
O95157
P40933
O95185
P20382
Q8NG41
Q07092
P04003
P55000
COMPLEX:P14770_P40197
P23582
Q13443
P25311
Q6NW40
P19256
Q04721
Q5T5A4
Q9Y6F9
Q96RP3
Q99616
P18075
P04628
Q13129
Q9UBH0
Q8WWG1
P63096
P01730
Q8WWV6
Q9Y6W8
Q9UHC6
Q6PI73
P55085
P05556
Q12904
Q06418
P06454
P61278
P31785
Q6UW88
P04278
P13611
P19883
Q10588
Q9ULB1
P35030
P08620
Q9H5V8
Q8IZJ3
P39019
P30542
P13726
Q9BQ51
P13612
Q5T2D2
P08913
P51512
O75325
P42081
O95390
Q8N6Q3
O00468
Q06187
Q8N6C8
Q9Y6I3
Q06124
P25105
P14778
Q92692
P01350
P40199
O75121
P05538
Q14451
P09486
P01589
P48645
Q9H158
P31025
Q8N423
P02655
Q9UBR5
Q6UXK5
P00749
Q05707
Q9Y5F9
P02679
Q9Y2C9
Q9P232
P49286
O43914
Q9BTN0
P55285
Q99988
Q99075
P23352
O00602
Q9Y625
COMPLEX:P05107_P20702
P08670
O95393
P04083
Q86UU9
P17931
P21741
P00750
P07602
Q9UBD9
O43866
Q9UHA7
Q12913
P01112
P02774
P80511
O75594
P11717
Q6UXT8
Q8TDY8
Q03405
P09038
Q7Z3B1
Q9UHF4
Q9H3T2
P0C7M8
P35225
Q9UEF7
Q13813
Q02763
P21781
P26006
Q16653
Q8NES3
Q9UM73
O75376
Q15485
P41143
P04439
Q15654
O00587
P07202
Q14952
P01574
O43155
Q8N109
Q8IZA0
Q6UXN2
P58417
P46531
Q6EBC2
P42336
P31358
O14944
Q13241
Q6UY09
P28222
Q99944
Q2VWP7
Q9NPR2
P98160
P36955
Q9GZP0
P17301
Q9UHV2
P10915
P02458
Q9NP70
O14786
O75096
Q8IWL1
P06744
Q9UBC7
P12107
P15151
P0C0L5
Q99965
Q16674
Q96KG7
Q12884
P05108
P02671
P19875
Q4VX76
Q2I0M5
P20908
Q8IWK6
Q9Y5Q6
P32970
Q08708
P10745
P41161
P19397
P16619
P02654
Q16627
P62987
Q6UVK1
Q8TD07
Q99969
P55290
P09211
Q9UNN8
Q9GZX6
P02768
Q96D42
P25391
P25090
O14798
P47992
P0DP57
Q9UGN4
Q9NZU0
COMPLEX:P05107_Q13349
P17181
O43827
P0DP24
Q8NFZ4
P12319
Q8WTV0
Q9P2M7
Q99972
P60033
P35613
Q15223
P15514
P50052
Q9BZW8
Q13449
Q9BQ66
O14905
Q14406
Q9UDY2
COMPLEX:Q14213_Q8NEV9
Q9HC23
O95841
Q5VY80
Q03403
O75596
P0DML3
P00797
O00626
O60542
P08582
O00253
P02753
Q10586
Q99650
P0CG47
P02778
O60603
Q96LA6
P01308
Q9UM44
P01137
Q9UHD0
P57087
P00738
Q969D9
Q9NZ53
P04637
Q13332
P08887
O43320
Q8N729
O43915
P28906
P30679
P04808
Q8NFZ8
Q9UBP4
Q5SQ64
Q9Y2I2
P21860
O95631
O60939
P25054
O43927
Q15465
P10600
P21926
Q96PL1
P19957
P08311
Q16280
Q08431
P41273
Q9UQP3
P20231
P13385
Q96BQ1
P07949
P08700
Q13316
O95998
P21980
O60635
P16671
P61073
Q14126
P01920
Q9Y639
P37023
Q86YL7
P54756
Q9UF33
O00220
Q9H5Y7
P35372
Q8NEJ0
Q8IVU1
P41586
P51693
P10451
P34925
Q58EX2
A6NDA9
Q14623
Q9BXJ0
P20036
P15018
O14493
P24071
O00175
P33681
Q13705
P16471
P21462
Q6UXG8
P25067
P01138
Q9ULB4
Q9HD89
P51460
O95389
P10721
P14555
P07101
O95407
Q01650
P08571
P08514
O00478
P02786
Q9H2E6
P04085
COMPLEX:P01374_Q06643
P04275
O75093
P12110
P49763
P06858
O94887
Q6H3X3
Q6UXX9
Q765I0
Q9UKJ1
O95754
P78423
P56199
Q96S42
P14543
P52798
P02452
Q8IYB5
O95274
P78410
Q6UY11
P23560
P26927
O76036
Q9UM47
P07333
P06727
Q9P0W0
Q9H0A0
COMPLEX:P05111_P09529
P21815
P80075
Q6NYC1
P01130
P13637
O00533
Q9HBL7
P05026
P29350
B6A8C7
Q15466
Q07325
COMPLEX:P05106_P06756
Q13361
P04440
P36941
P55001
P0CG48
P01303
P22897
Q9NQ36
P31431
P37840
Q6X4U4
P01242
Q07326
Q13639
Q9NY15
P43119
Q99259
Q8TEW0
P11047
P02461
P19823
P01889
P98095
Q96P44
P0DP23
Q8N145
Q92913
Q6V0I7
P01009
P21333
Q14943
P47972
Q29980
P00734
P01298
P02766
Q9HBW1
Q5T4F7
Q92915
P13501
Q7Z6A9
O75022
P25940
Q8N6C5
P10747
Q02094
P37173
P01562
O15496
P78509
O15123
K9M1U5
P01127
Q96QZ7
Q5SR53
P01571
O94933
O95715
P46109
Q8IXS8
O14763
P08123
P02745
P05362
Q9H3S1
P20023
Q12918
Q6UXI9
Q4G0M1
P24394
Q02223
P14784
P42702
Q8NEV9
P11684
Q9ULZ1
Q9UNG2
Q14993
P09681
Q8IYV9
Q5SRR4
Q9NPH9
P15813
P49257
P61769
P23468
Q9Y258
P04090
Q8TAS6
Q96T91
P01584
Q13261
O00755
Q14574
P30556
P28221
P22466
P02649
O95832
P05107
Q14766
P54764
P01588
Q15165
P57739
P46597
O75829
COMPLEX:P29459_Q8NEV9
Q9Y5Q5
P14735
Q9NSA1
P13232
P13725
O15520
Q6Q4G3
P35318
Q9NQC3
Q9GZZ8
P50552
P01178
Q9UBN6
P48357
Q9Y264
P55268
A6NMZ7
O60469
Q15762
Q96N03
P80188
P20827
P02741
P26992
P50591
P01566
P02776
Q14050
P00488
P34947
P56975
P16871
P08581
P51654
Q9Y4C0
P01225
Q13444
Q14773
P81534
COMPLEX:P05556_P13612
P05305
P05090
P18089
Q9H8L6
P47870
Q9BXY4
Q8N0W4
COMPLEX:Q5SZK8_Q6UXI9_Q86XX4
P35555
P03956
P42830
COMPLEX:O75462_Q9UBD9
Q9BZM5
Q00888
Q6WRI0
Q15661
Q7L266
O95171
P07288
Q9Y336
O00230
P36897
P18206
P18085
O15130
P56159
Q9NQ76
P43629
Q96RJ3
P23470
Q9BY67
P55899
P12645
P01031
Q8NI99
P54577
Q13635
Q08345
Q6ISS4
P01270
P27797
P03973
O75144
P34932
P29965
Q96NY8
Q9Y490
P13500
Q92954
Q9NPF7
Q01955
P05231
P06213
Q9UHF5
Q16827
Q9NZH7
P05230
Q96SZ5
Q96CW9
Q86YW7
P07948
Q07654
P56856
O15020
O96014
O75015
Q02817
Q02388
P52945
P15248
P55103
P26441
Q17RW2
O15511
P29320
Q16363
Q9BYE9
Q8NI35
Q9H461
Q16613
P20138
Q8IZL2
Q7Z4P5
O14508
Q8N126
Q9NSE2
Q9BT56
Q03692
Q9NY56
P36888
Q9Y2J0
Q96MS0
Q8WWY8
P00747
Q96B86
Q12841
P04155
P13688
P18510
Q15109
Q9NYY1
Q14790
Q8IWL2
P08709
P07550
P08238
Q9HCQ7
O43699
Q08554
O00182
P09429
Q13519
P54753
P10321
P08519
O95866
O00501
Q14055
O95813
P02675
P09417
P05121
P29597
P29274
P58401
Q15375
Q9Y5E6
O00548
Q9NRV9
P11362
O15031
P08861
Q96ID5
P35968
Q16663
P14416
Q96RS0
P10124
Q9BUD6
O14594
Q86YT9
Q92914
O15263
P06756
P12931
P01568
Q92859
Q96PJ5
P35442
P07900
P32927
O75871
Q9HB63
Q9UK05
Q8N135
Q9Y5U5
Q8IZI9
P00748
P49767
P09237
P02647
P28799
P03950
P09341
Q6UWQ7
O60486
Q8N104
P14151
P01189
P07492
P01567
Q8NAC3
O14514
P39060
Q9Y240
Q9UKU9
O15467
Q9UPX8
O00238
P01375
P56703
P05106
P26842
P05013
P24844
Q8NCW0
O43323
P31371
Q02846
P01275
P28482
P14770
P32121
P28067
Q9NZH8
Q08334
O75084
Q5T4W7
Q9Y5Y6
P80162
O95428
P13747
Q13214
Q15389
Q9Y5I7
P16284
Q49AM6
P0C0P6
Q14242
P40189
P35348
P35247
Q14005
Q13740
P13224
Q9P283
P43405
O75326
Q15768
P16473
Q8NFW1
P11229
Q14028
Q13477
P98172
P10646
P0C0L4
Q8N2X6
P49795
Q9BWV1
P55773
Q8NDV2
P07355
COMPLEX:P05067_P49768_P56817
P12872
P0DML2
Q9BX67
P28161
Q6UXB2
Q16661
P48651
Q8IV77
O00585
Q86UR5
O75487
P07942
Q9NZU1
Q5JWF2
Q9NRJ3
Q13751
P12109
Q9UNE7
O15041
O94832
P01286
P23297
Q99500
Q13410
P58400
Q16543
P42127
P16581
P00450
P49788
Q9Y275
P02652
P60568
P25101
O94779
Q9H156
P01213
O15335
P20061
O76093
Q86UF1
Q99706
P41159
P78556
P29317
P09326
P48551
P04629
Q9Y279
P02462
P00533
Q71H61
P49768
P06127
P07478
P78357
Q99731
Q6UWX4
P10082
P05015
P08253
P58166
O15072
Q9UMX6
Q8IVG9
P20396
P17213
P12273
Q9NR23
Q9BZD6
P05019
Q16552
P32971
P02775
