Q9P0K1
Q92673
COMPLEX:P55899_P61769
P25025
Q9Y5N1
P41594
Q16671
P04899
P24530
Q96PQ0
Q9HBX9
P15391
Q9UBH6
P78552
Q96E93
P35052
Q92752
Q6UX15
Q9UPX0
Q9HCN3
P15260_P38484
O60602
Q9H159
COMPLEX:Q04771_Q13873
O75508
Q8WZ75
Q08828
P57057
P98164
O43603
COMPLEX:O43157_P08581
COMPLEX:Q9NZC2_Q9UIW2
COMPLEX:P27037_P36894
P20783
P29017
P28223
O43193
COMPLEX:P26715_Q13241
COMPLEX:P15509_P32927
Q15758
Q04771
O14836
P40145
Q8TD46
P07307
COMPLEX:P0CG37_P27037_Q8NER5
P21730
P09917
P13569
Q9UKV5
Q9NP59
P43088
Q9NZN1
COMPLEX:P36897_P37173_Q04771
P02746
COMPLEX:O75084_O75197
Q6UWM7
Q13145
P12643
P34998
P47898
Q86SJ6
Q9ULH4
Q9Y6Y9
Q86YW5
Q15116
O75056
P23416
Q9H0R3
COMPLEX:P36941_Q06643
Q96EY1
Q04912
Q9ULL4
O43525
P29016
P22607
Q8N766
Q13651_Q08334
P15260
P34969
P52797
P19235
Q01974
P07510
Q8J025
P25103
COMPLEX:P00533_Q15303
P17693
Q9Y5E2
Q9NPB9
COMPLEX:P37173_Q04771
P02787
P16144
P0CG36
Q9NZQ7
Q13324
P21589
COMPLEX:P17181_P48551
P40197
Q15256
COMPLEX:O75581_Q14332
Q9P2K1
P01133
Q9UBG0
Q03135
Q15303
O75923
Q02747
Q16625
Q13797
P35368
O15389
Q2HXU8
P15692
Q9Y561
Q9ULW2_O75197
Q9H7M9
COMPLEX:P24394_P31785
Q8WXG9
P78324
P06729
COMPLEX:P27930_Q9NPH3
O60494
COMPLEX:Q9HB29_Q9NPH3
P48039
P23515
Q14833
COMPLEX:Q6UXL0_Q9UHF4
Q9NPG1_O75197
COMPLEX:O75197_Q9H461
P27930
P21579
Q96LB2
P26718
P55287
O15374
COMPLEX:O75197_Q9NPG1
P16066
P78536
Q96RI0
Q9BZM4
P43630
Q13478
Q9P2S2
COMPLEX:P78357_Q12860
O75084_O75581
O95477
P21802
Q6Q8B3
P28335
P08865
Q9HC97
P43116
Q6UXG3
Q16620
Q99678
P26951
Q99835
COMPLEX:O75581_Q13467
O15529
Q96JA1
P12314
COMPLEX:P37023_Q13705
O15218
P27487
P01833
Q8N743
Q02246
Q13467_O75581
P30518
Q92478
Q8N6P7
P51677
Q14332_O75581
COMPLEX:O00144_O75197
Q9UKQ2
Q9UP38_O75581
Q13018
O75023
Q9HAB3
Q8N2Q7
Q8WVV5
Q96P66
COMPLEX:P36894_Q13705
Q99685
COMPLEX:P36897_Q04771
Q8NFY4
COMPLEX:P05556_P08648
COMPLEX:P36897_Q13705
Q9UIW2
O60353_O75581
P37288
P12830
P26038
Q99523
Q14953
P23458
COMPLEX:O60353_O75197
COMPLEX:O60462_O75051
Q86VZ4
A6NI73
Q00994
Q99788
P25106
P32246
P15941
Q8NG11
Q16570
P38484
Q9Y5R2
Q9NZC2
COMPLEX:P04626_P15311_P16070
P09619
COMPLEX:P40189_Q6UWB1
O95297
P35212
P30968
Q8TDQ1
Q8IZJ1
Q9NYZ4
O75078
P04234
Q92819
A6NLU5
Q99467
Q8TCZ2
Q86UN3
Q14627
A6NFU0
P30530
Q07954
COMPLEX:P05107_P20701
Q9ULV1_O75581
COMPLEX:P36894_Q16671
Q9Y6Q6
COMPLEX:O00238_Q13873
Q6P2H8
P46092
Q969V1
O43157
P11049
P07585
P08908
Q8TCP9
Q13683
O15552
Q695T7
P04233
P30411
Q13873
Q14982
Q9UPU3
P43146
Q2VPA4
P04216
P28908
COMPLEX:P07359_P13224_P14770_P40197
Q6UXH8
P34972
Q86Y34
COMPLEX:Q08334_Q8IU57_Q8IZI9
Q3KNT9
Q14118
P41146
Q13591
Q9NYM4
Q6UXV0
Q8TDU9
COMPLEX:P05107_P11215
O15197
P84077
Q5VY43
Q15822
Q9NQS3
P35346
P30939
P08575
Q9ULH0
COMPLEX:O00238_Q13705
Q9H2X3
Q6UVW9
Q15077
P41217
COMPLEX:P06756_P18564
P32004
Q9P121
P43121
P52799
Q9H244
Q8TBQ9
Q9HCJ2
P21854
Q8N967
P20273
O60353_O75197
Q96BF3
Q9BZZ2
Q9UKU6
P18509
COMPLEX:O14786_P51805
P40200
P0CG37
P08648
COMPLEX:Q14028_Q16280
P16070
P32297
Q02413
Q16581
P11230
P25116
COMPLEX:O14786_Q9HCM2
Q6UWV2
O75077
Q12933
Q86SU0
P20333
COMPLEX:P13612_P26010
Q14626
COMPLEX:P26718_Q9UBK5
Q9HB29
P28907
COMPLEX:Q04771_Q16671
P56748
P25929
Q8TDT2
O95977
Q4ZIN3
O95150
P15529
COMPLEX:O60462_Q9HCM2
P07204
Q9NZS2
COMPLEX:P05556_P26006
Q9UMR7
P16422
P21817
Q9NNX6
COMPLEX:Q96F46_Q9NRM6
P78310
Q8N6F1
COMPLEX:P14784_Q13261
P11912
O95256
COMPLEX:P06756_P18084
Q01064
P51685
Q8N3J6
P20309
P48960
P51787
P16112
Q9UKP6
Q92847
O00264
COMPLEX:O75581_Q9H461
Q13258
Q9P2B2
COMPLEX:P08581_Q9ULL4
P25092
P17813
COMPLEX:P37173_Q8NER5
COMPLEX:O60462_P51805
Q86Z14
Q9HBW0
Q8NHJ6
Q3KPI0
Q01113
Q12860
COMPLEX:P04626_Q15303
P36544
O60894
P0DP25
Q9NPF0
P40238
Q9UKY0
COMPLEX:P04233_P25025
P78504
COMPLEX:Q8NFR9_Q96F46
Q13255
COMPLEX:O75581_Q9ULV1
P06731
Q96MU8
Q96QV1
COMPLEX:P42701_Q99665
COMPLEX:P0CG37_P36896_Q13705
COMPLEX:P05556_Q13683
P49771
Q13308
O60462
Q9NZ94
Q9Y219
Q01518
O75578
P33032
Q14416
Q9NR82
P39905
Q9NZR2
Q86V24
P09564
Q9Y566
P15509
Q6DKI7
COMPLEX:Q8NI17_Q99650
COMPLEX:Q8N6P7_Q9GZX6
Q9HC73
P17948
P36021
Q8TAA9
Q9UHP7
P29376
P19793
Q96PQ1
P30511
P21453
COMPLEX:O75084_O75581
O14672
Q969F8
P06126
Q9NPG1_O75581
Q8IV16
O75074
Q02297
P25100
P07996
Q9Y653
Q8IUK5
Q6DN72
Q16572
Q07011
Q13393
COMPLEX:O00238_Q16671
P35916
P13164
P27037
Q5VWK5
Q6UX01
P17181_P48551
COMPLEX:Q13635_Q99835
Q8N387
Q9NX52
P43115
Q9BX79
Q14831
A8K4G0
P21246
Q8IZ57
COMPLEX:P27037_P36897
Q08ET2
Q13326
Q9NZV8
O75462
P04201
Q9NS68
O94856
Q9UKJ8
Q6UW60
P22001
O95994
Q9ULK5
O15146
Q07108
P21728
Q9HAV5
Q92542
Q14002
P08174
P47211
P19022
P22455
O60895
P08572
Q14956
P20292
Q13158
O75019
P56747
Q5TAT6
COMPLEX:Q99835_Q9Y6C5
Q93038
Q969J5
O15394
P01344
O15551
Q01344
O60674
Q9Y624
Q02643
Q15262
P09603
P05067
Q969F2
Q8NFP4
Q96CG8
Q5QGZ9
P27701
Q9UKR5
P21452
Q99062
COMPLEX:Q08334_Q8N6P7
P54760
P43681
COMPLEX:O75197_Q9ULV1
O75882
Q9NP60
P29323
Q5T9L3
Q8IVK1
Q9Y6N7
Q9NUP9
Q05513
F7VJQ1
Q5BJH7
P52803
P01160
P40198
P20701
P30559
Q6ZMC9
Q96PL2
P10586
Q9UKX5
Q14957
P24821
Q9P1W8
P32745
P35414
Q9C0C4
COMPLEX:P08887_P40189
Q96SN7
O94910
P30989
COMPLEX:P35968_Q9UIW2
P63244
P43632
COMPLEX:P04233_P16070
COMPLEX:P36896_Q13873
Q14162
Q13936
P18827
P08476
COMPLEX:P05556_P23229
Q6NUS6
P17787
O95980
P32942
O43194
P13598
P10912
Q96G27
COMPLEX:P24394_Q14627
Q92956
Q12879
P51684
COMPLEX:Q04771_Q13705
O95185
COMPLEX:Q6UXL0_Q8N6P7
O00144
P15311
Q9ULW2_O75581
Q14524
P61978
Q8NER5
COMPLEX:P26010_P38570
P13945
Q8TDV0
COMPLEX:P14784_P31785_Q13261
COMPLEX:O60603_P61073
Q13443
O15554
Q6NW40
P53708
Q04721
Q8NI22
O95800
Q13277
COMPLEX:P14784_P31785
Q9P0L0
Q96LC7
P04628
Q9UBH0
P01730
Q5TAH2
O14939
P26715
Q8WWV6
Q9Y6W8
Q9UHC6
Q6PI73
P55085
P43631
O60755
P05556
Q06418
P32238
P31785
A6ND01
P25089
Q6UW88
P13611
P27348
Q9ULB1
P08620
P54750
Q86Y78
P30542
O15173
P13726
Q9BQ51
COMPLEX:P26951_P32927
Q7L1I2
P13612
Q5T2D2
P08913
Q8WWX8
Q8WWA0
P42081
Q13651
Q8N6Q3
O00468
Q8N6C8
Q9Y6I3
COMPLEX:P26992_P40189_Q6UWB1
Q16342
P14778
Q92692
P17342
P40199
O75121
P28566
P05538
P01589
Q9H158
Q8N423
P46663
P00749
P18825
Q9Y5F9
P10966
Q9Y2C9
COMPLEX:P05556_Q9UKX5
P49286
O43914
Q9P232
P30301
P55285
Q14114
Q9UQD0
Q99075
COMPLEX:P05107_P20702
Q9Y625
Q8N131
P04083
P20702
P30532
P21741
Q9NRQ2
O60896
P25445
Q12913
P01112
Q5VU97
P11717
O75594
Q8TDY8
COMPLEX:O75581_Q9UP38
Q03405
P06733
Q496F6
P09038
Q17R55
Q7Z3B1
Q5ZPR3
Q9UHF4
P32239
P0C7M8
Q9NSI5
COMPLEX:P06756_P26012
Q9UEF7
COMPLEX:O60895_Q16602
Q02763
P17927
O95136
P26006
Q16653
P21554
Q9UM73
Q8IYS5
Q9H461_O75197
Q07065
Q6ZVN8
P41143
Q9Y5Y7
P04439
Q14952
P07202
COMPLEX:O00144_O75581
O43155
Q8N109
Q8IZA0
P46531
P51681
Q9UEW3
Q01726
P78562
P32241
Q13241
P28222
Q2VWP7
Q9NPR2
Q7L0J3
COMPLEX:O14786_O60462_Q9Y4D7
P17301
P32248
Q5T6X5
COMPLEX:P14784_P31785_P40933_Q13261
Q96A28
P30953
P02458
Q9Y3Q0
O14786
O75096
Q86VB7
P51686
P15151
P06744
O60669
Q99965
Q12884
P19875
Q96P88
P32970
Q08708
P19397
COMPLEX:P16871_Q969D9_Q9HC73
Q6UVK1
P43628
Q8TD07
P08173
Q9HB89
Q9NRM6
Q9UNN8
Q9GZX6
P30550
Q04844
Q96D42
P25090
O14798
Q96AP7
Q9NZU0
COMPLEX:P05107_Q13349
P17181
Q86VR7
Q01973
P11168
P0DP24
Q8NFZ4
P12319
Q8N6U8
Q8WTV0
O60353
Q9P2M7
Q99972
P60033
P50391
Q8IW00
Q15223
P15514
P50052
Q16602
Q9BZW8
A4D1S0
P47871
COMPLEX:O95256_Q13478_Q14116
Q9NPG1
Q5VY80
COMPLEX:O60896_Q16602
Q9GZZ7
Q9Y5X5
Q99650
O75955
Q6UXK2
O60603
Q96LA6
P01308
Q9UM44
P01137
COMPLEX:O75197_Q9BXB1
COMPLEX:P09619_P16234
Q8IZ08
P57087
P41145
Q86VH5
Q9NZ53
Q13332
Q14123
P08887
Q9H0Q3
P28906
Q8NFZ8
Q5SQ64
P21860
Q9Y2I2
P25942
COMPLEX:O43914_Q9NZC2_Q9UIW2
O60939
Q15465
Q9NYQ7
Q9NSA2
P21926
Q9UBY5
P98088
Q9H461_O75581
Q16280
Q13546
P48146
P84022
P13385
Q9UL62
P41968
P07949
O75581
Q9H772
O95998
Q9ULV1
O60635
P16671
P61073
Q14126
Q07001
Q9Y639
P37023
Q15746
Q9Y5G6
Q86YL7
P54756
Q9UF33
O00220
COMPLEX:P01579_P15260
Q13291
Q9H5Y7
P35372
Q8IVU1
P41586
P51693
P34925
O95070
Q58EX2
A6NDA9
Q14623
P26012
P09693
P20036
P49146
Q8WWQ8
O14493
P24071
O43613
COMPLEX:O60462_Q9UIW2
P33681
Q13705
P16471
P21462
Q6UXG8
P01138
P10721
Q16538
COMPLEX:P25089_P25090
O75197
COMPLEX:Q02246_Q9UHC6
O95407
P08571
P08514
O00478
Q8NCS7
P02786
P42701
Q9H2E6
P0C7U0
Q13224
COMPLEX:Q01638_Q9NPH3
P18564
Q6H3X3
Q14689
Q9UKJ1
O95754
P56199
P52798
COMPLEX:Q14028_Q8IV77
P02452
Q8IYB5
P78410
Q6UY11
O76036
O60883
P26927
P23560
Q9UM47
P07333
Q6UXL0
O00206
COMPLEX:P40189_P42702
Q9ULB5
Q8TDV5
Q6NYC1
P01130
COMPLEX:P01563_P17181_P48551
P13637
O00533
Q9HBL7
P05026
B6A8C7
COMPLEX:P05106_P06756
COMPLEX:O75581_Q9ULW2
P04217
P04440
P36941
Q96GX1
COMPLEX:P0CG37_Q13705_Q8NER5
Q4KMG0
Q6ZMG9
P22897
Q9Y6C5
P31431
Q9NQ36
P25021
Q13639
Q15761
Q9NY15
P43119
Q8TEW0
COMPLEX:Q6UWB1_Q99665
Q86TY3
P11047
O95857
P02461
P0DP23
Q6V0I7
Q12923
A8MVS5
Q14943
P15421
Q29980
Q6UXZ4
Q9HBW1
P02766
O00590
Q05940
Q7Z6A9
O75022
Q15391
Q86UN2
Q8IU80
P10747
Q02094
P37173
O00144_O75197
P01127
Q9H665
COMPLEX:P26992_P40189
O94933
O15399
Q6P7N7
O14763
P29033
P08123
P51841
P05362
Q9H3S1
Q5TFQ8
COMPLEX:P36896_Q13705
O14626
COMPLEX:P00533_P04626
P0DMS9
P20023
P48546
Q12918
Q6ZMJ2
COMPLEX:O75581_Q9NPG1
Q15760
O94759
P24394
Q02223
COMPLEX:P14778_Q9NPH3
P14784
P42702
Q9UGM1
COMPLEX:O60353_O75581
COMPLEX:Q13478_Q6IA17
Q86SJ2
Q9BY79
P21918
Q6PJF5
Q8WXD0
Q9UPM9
Q9UNG2
COMPLEX:P31785_Q01113
Q9H6X2
COMPLEX:P13385_P36896_Q13705
O95859
P38570
COMPLEX:P05556_P17301
Q8IYV9
P15813
P61769
Q9UK28
P23468
Q8IZF2
Q13114
O14522
P01584
P78380
Q969P0
Q13261
Q9UBS5
Q9H3W5
Q14574
P30556
Q14332
Q6UX71
P28221
Q6UWB4
COMPLEX:P26717_Q13241
COMPLEX:Q07444_Q13241
O95832
P05107
Q9UHC3
P35408
Q96LA9
P54764
Q9NYQ6
COMPLEX:O60609_P07949
Q99463
P01588
P57739
Q8NEC5
COMPLEX:P01732_P10966
P41180
COMPLEX:O14786_Q9UIW2
Q9NSD7
COMPLEX:O95256_Q13478
Q6EMK4
Q9UHX3
P31391
Q6Q4G3
Q9NQC3
P30872
Q9UBN6
P48357
O15162
P55268
O60469
Q15762
P26992
Q9NQS5
P49190
Q7Z692
P50591
P20827
P30825
Q9NPB6
P56975
P16871
P08581
Q99705
Q9Y4C0
P51654
Q8N0Z9
Q13444
COMPLEX:O75197_Q9ULW2
Q14773
COMPLEX:P05556_P13612
COMPLEX:O75473_O75581
Q86VH4
COMPLEX:P36897_P37173
COMPLEX:O75581_Q9BXB1
P22888
P18089
Q9HCU0
P43626
Q8TCW9
P08195
COMPLEX:P32927_Q01344
Q8N158
P25024
Q15628
P51828
Q9GZQ4
Q9BZM5
Q6P1J6
P30926
P49683
COMPLEX:P05556_P56199
Q99712
P18433
Q9Y336
P36897
COMPLEX:P16871_Q9HC73
P56159
P43629
Q96RJ3
P23470
Q9BY67
P55899
Q5KU26
P0DMS8
Q9NZT2
COMPLEX:P37023_Q13873
Q13635
Q08345
P27797
O00451
P26717
O75144
P31994
Q7Z4F1
Q03167
Q96NY8
P34981
Q01955
Q07699
Q8N149
P06213
Q16827
P05230
Q30201
Q96CW9
COMPLEX:P31785_Q6UXL0_Q9UHF4
P56856
O75015
Q99665
P43627
P23276
O95665
P29320
COMPLEX:P04626_P21860
Q16363
P0DPA2
Q9BYE9
P55064
Q9H461
Q68DV7
COMPLEX:P01589_P14784_P31785_P60568
P20138
O00144_O75581
Q8N126
Q9BY14
Q9UBK5
P32926
P36888
Q9Y2J0
Q01151
Q96MS0
Q96B86
P00747
O60609
COMPLEX:P40189_Q99665
P13688
Q6IA17
Q15399
Q15109
Q92633
O00222
Q96LB1
Q16623
Q496J9
COMPLEX:P07359_P13224
P20594
P07550
O95502
P06576
O43699
Q08554
Q9UBB4
Q13467
COMPLEX:P01584_P27930_Q9NPH3
COMPLEX:Q08334_Q9UHF4
P54753
P10321
O95866
P34810
P19338
P23945
O00501
Q8IZF4
Q9HBX8
P02686
O75899
P29274
P58401
Q15375
Q8NER1
Q8IZU9
O43614
O00548
O75443
P11362
O15031
Q96ID5
P35968
P14416
P32247
Q8N7C0
Q6GTX8
Q86YT9
Q9HBE5
COMPLEX:O14786_O60462
Q9Y5Y4
Q01638
Q8NFR9
Q9HBW9
Q92736
P06756
Q05901
Q9P0N5
Q92859
P29972
Q8TCY5
Q96PJ5
Q9BZ71
P35442
P32927
O75871
Q9Y5U5
COMPLEX:P24394_P35225_P78552
Q9GZZ6
P49767
Q7Z6M3
Q9ULW2
Q8IY26
P23467
O60486
P14151
P35462
COMPLEX:O75197_Q13467
O95838
Q8NAC3
Q86X29
COMPLEX:Q8NAC3_Q96F46
P39060
O00238
P01375
P55157
COMPLEX:O75197_Q14332
COMPLEX:P01584_P14778_Q9NPH3
P05106
P26842
A6NJW9
Q8NCW0
Q02846
P56199_P05556
P14770
Q08334
O00574
O75084
Q9Y5Y6
Q03431
Q9P296
P13747
P36897_P37173
Q15389
COMPLEX:O00238_P27037
P16284
Q9Y5I7
P78508
P78333
P40189
Q14242
COMPLEX:P01589_P14784_P31785
Q9UP52
COMPLEX:O75197_O75473
P35348
Q9BXB1
Q13740
Q9NXB0
O95944
W5XKT8
P13224
P49238
Q9HCF6
O75326
Q93052
Q15768
P16473
P11229
Q13477
O75084_O75197
Q9NPY3
P08588
P20963
P98172
Q9BWV1
P04156
Q8NDV2
P07355
Q8NI17
O95484
Q14332_O75197
Q9BX67
P32245
O00155
Q86UK5
Q15825
Q07075
P48651
Q9NZD1
O75487
Q86UR5
P07942
Q9NZU1
COMPLEX:O60894_Q16602
P43220
Q9Y3A6
P35367
Q9UN71
COMPLEX:P05556_P53708
Q96P65
COMPLEX:P05556_P06756
O60291
COMPLEX:O14786_O75051
Q99500
COMPLEX:P31785_Q9HBE5
P58400
P16581
P49682
Q9Y275
P35499
P60568
P25101
O94779
Q9H156
COMPLEX:P17948_P35968
COMPLEX:P36897_Q13873
Q86UF1
Q99706
Q06481
COMPLEX:Q13705_Q8NER5
P29317
P20916
COMPLEX:P40189_Q14626
P09326
Q7L5A8
P48551
P04629
Q9Y279
COMPLEX:P27037_Q8NER5
P00533
P02462
Q71H61
COMPLEX:O75197_Q9UP38
Q96DD7
Q12846
P49768
P47901
P06127
P78357
Q6ZN44
Q8N307
COMPLEX:P15260_P38484
Q8NBS3
COMPLEX:P42701_Q5VWK5
P22681
Q9P2U7
Q6PJG9
Q8IU57
P48509
P02708
P05019
P32971
Q16552
COMPLEX:P40189_Q99650
Q13520
